"gender","type","year","y","wr"
"men","200m breaststroke SCM",2020,1.65864985901476,1.66444740346205
"men","200m breaststroke SCM",2021,1.64622602683348,1.66444740346205
"men","200m breaststroke SCM",2022,1.66181969256336,1.66444740346205
"men","200m breaststroke SCM",2023,1.63385344334613,1.66444740346205
"men","200m breaststroke SCM",2024,1.64541341011929,1.66444740346205
"men","200m butterfly LCM",2000,1.73641257162702,1.81257930034439
"men","200m butterfly LCM",2001,1.74550532379124,1.81257930034439
"men","200m butterfly LCM",2002,1.74489617867737,1.81257930034439
"men","200m butterfly LCM",2003,1.75546388133064,1.81257930034439
"men","200m butterfly LCM",2004,1.75377060680463,1.81257930034439
"men","200m butterfly LCM",2005,1.73882802990784,1.81257930034439
"men","200m butterfly LCM",2006,1.75746924428822,1.81257930034439
"men","200m butterfly LCM",2007,1.78428048889285,1.81257930034439
"men","200m butterfly LCM",2008,1.78523609747389,1.81257930034439
"men","200m butterfly LCM",2009,1.79356111559501,1.81257930034439
"men","200m butterfly LCM",2010,1.75407823188914,1.81257930034439
"men","200m butterfly LCM",2011,1.76460208223046,1.81257930034439
"men","200m butterfly LCM",2012,1.77053824362606,1.81257930034439
"men","200m butterfly LCM",2013,1.74947515745276,1.81257930034439
"men","200m butterfly LCM",2014,1.7531556802244,1.81257930034439
"men","200m butterfly LCM",2015,1.77085177970604,1.81257930034439
"men","200m butterfly LCM",2016,1.77132229209105,1.81257930034439
"men","200m butterfly LCM",2017,1.76475778699374,1.81257930034439
"men","200m butterfly LCM",2018,1.77446544228551,1.81257930034439
"men","200m butterfly LCM",2019,1.80619524970649,1.81257930034439
"men","200m butterfly LCM",2020,1.77730383008975,1.81257930034439
"men","200m butterfly LCM",2021,1.8001800180018,1.81257930034439
"men","200m butterfly LCM",2022,1.81257930034439,1.81257930034439
"men","200m butterfly LCM",2023,1.77888463933114,1.81257930034439
"men","200m butterfly LCM",2024,1.79839942451218,1.81257930034439
"men","200m butterfly SCM",2000,1.78157847853198,1.87178287318671
"men","200m butterfly SCM",2001,1.79839942451218,1.87178287318671
"men","200m butterfly SCM",2002,1.80619524970649,1.87178287318671
"men","200m butterfly SCM",2003,1.78141979157388,1.87178287318671
"men","200m butterfly SCM",2004,1.77289247407145,1.87178287318671
"men","200m butterfly SCM",2005,1.80358914239336,1.87178287318671
"men","200m butterfly SCM",2006,1.78046826315321,1.87178287318671
"men","200m butterfly SCM",2007,1.80603214737222,1.87178287318671
"men","200m butterfly SCM",2008,1.80831826401447,1.87178287318671
"men","200m butterfly SCM",2009,1.83301255613601,1.87178287318671
"men","200m butterfly SCM",2010,1.80766449746927,1.87178287318671
"men","200m butterfly SCM",2011,1.82648401826484,1.87178287318671
"men","200m butterfly SCM",2012,1.81356546971346,1.87178287318671
"men","200m butterfly SCM",2013,1.84229918938836,1.87178287318671
"men","200m butterfly SCM",2014,1.84145106343799,1.87178287318671
"men","200m butterfly SCM",2015,1.8348623853211,1.87178287318671
"men","200m butterfly SCM",2016,1.83891136447223,1.87178287318671
"men","200m butterfly SCM",2017,1.84043434250483,1.87178287318671
"men","200m butterfly SCM",2018,1.84774575018477,1.87178287318671
"men","200m butterfly SCM",2019,1.83874230026662,1.87178287318671
"men","200m butterfly SCM",2020,1.84212950170397,1.87178287318671
"men","200m butterfly SCM",2021,1.83385292499542,1.87178287318671
"men","200m butterfly SCM",2022,1.87178287318671,1.87178287318671
"men","200m butterfly SCM",2023,1.82298787713062,1.87178287318671
"men","200m butterfly SCM",2024,1.84774575018477,1.87178287318671
"men","200m freestyle LCM",2000,1.8984337921215,1.96078431372549
"men","200m freestyle LCM",2001,1.92196809532962,1.96078431372549
"men","200m freestyle LCM",2002,1.91003724572629,1.96078431372549
"men","200m freestyle LCM",2003,1.90222560395663,1.96078431372549
"men","200m freestyle LCM",2004,1.91003724572629,1.96078431372549
"men","200m freestyle LCM",2005,1.90114068441065,1.96078431372549
"men","200m freestyle LCM",2006,1.89304306672977,1.96078431372549
"men","200m freestyle LCM",2007,1.92566917003659,1.96078431372549
"men","200m freestyle LCM",2008,1.94250194250194,1.96078431372549
"men","200m freestyle LCM",2009,1.96078431372549,1.96078431372549
"men","200m freestyle LCM",2010,1.90839694656489,1.96078431372549
"men","200m freestyle LCM",2011,1.91497510532363,1.96078431372549
"men","200m freestyle LCM",2012,1.93911188675587,1.96078431372549
"men","200m freestyle LCM",2013,1.91938579654511,1.96078431372549
"men","200m freestyle LCM",2014,1.90331176246669,1.96078431372549
"men","200m freestyle LCM",2015,1.90222560395663,1.96078431372549
"men","200m freestyle LCM",2016,1.91149765841537,1.96078431372549
"men","200m freestyle LCM",2017,1.91589232685123,1.96078431372549
"men","200m freestyle LCM",2018,1.90258751902588,1.96078431372549
"men","200m freestyle LCM",2019,1.91607587660471,1.96078431372549
"men","200m freestyle LCM",2020,1.89483657034581,1.96078431372549
"men","200m freestyle LCM",2021,1.91901746305891,1.96078431372549
"men","200m freestyle LCM",2022,1.94231329513451,1.96078431372549
"men","200m freestyle LCM",2023,1.91754554170662,1.96078431372549
"men","200m freestyle LCM",2024,1.9392999127315,1.96078431372549
"men","200m freestyle SCM",2000,1.9782393669634,2.02819186695061
"men","200m freestyle SCM",2001,1.91864927091328,2.02819186695061
"men","200m freestyle SCM",2002,1.95160031225605,2.02819186695061
"men","200m freestyle SCM",2003,1.9667617268168,2.02819186695061
"men","200m freestyle SCM",2004,1.93068829037552,2.02819186695061
"men","200m freestyle SCM",2005,1.94647201946472,2.02819186695061
"men","200m freestyle SCM",2006,1.95045835771406,2.02819186695061
"men","200m freestyle SCM",2007,1.95656427313637,2.02819186695061
"men","200m freestyle SCM",2008,1.98353664583953,2.02819186695061
"men","200m freestyle SCM",2009,2.01267988326457,2.02819186695061
"men","200m freestyle SCM",2010,1.97863078749505,2.02819186695061
"men","200m freestyle SCM",2011,1.95274360476469,2.02819186695061
"men","200m freestyle SCM",2012,2.00601805416249,2.02819186695061
"men","200m freestyle SCM",2013,1.97511356903022,2.02819186695061
"men","200m freestyle SCM",2014,1.9714144898965,2.02819186695061
"men","200m freestyle SCM",2015,1.98412698412698,2.02819186695061
"men","200m freestyle SCM",2016,1.97961001682669,2.02819186695061
"men","200m freestyle SCM",2017,1.98314328210213,2.02819186695061
"men","200m freestyle SCM",2018,1.98117880138683,2.02819186695061
"men","200m freestyle SCM",2019,1.98176773682124,2.02819186695061
"men","200m freestyle SCM",2020,1.99501246882793,2.02819186695061
"men","200m freestyle SCM",2021,1.98708395429707,2.02819186695061
"men","200m freestyle SCM",2022,2.00561572402728,2.02819186695061
"men","200m freestyle SCM",2023,1.98000198000198,2.02819186695061
"men","200m freestyle SCM",2024,2.02819186695061,2.02819186695061
"men","200m medley LCM",2000,1.68095478231636,1.75438596491228
"men","200m medley LCM",2001,1.67070420182107,1.75438596491228
"men","200m medley LCM",2002,1.67644593461861,1.75438596491228
"men","200m medley LCM",2003,1.72503018802829,1.75438596491228
"men","200m medley LCM",2004,1.70735871606625,1.75438596491228
"men","200m medley LCM",2005,1.71408981830648,1.75438596491228
"men","200m medley LCM",2006,1.72651933701657,1.75438596491228
"men","200m medley LCM",2007,1.73943294485998,1.75438596491228
"men","200m medley LCM",2008,1.75085354110129,1.75438596491228
"men","200m medley LCM",2009,1.75284837861525,1.75438596491228
"men","200m medley LCM",2010,1.74779341081884,1.75438596491228
"men","200m medley LCM",2011,1.75438596491228,1.75438596491228
"men","200m medley LCM",2012,1.75024065809049,1.75438596491228
"men","200m medley LCM",2013,1.73943294485998,1.75438596491228
"men","200m medley LCM",2014,1.73415416630538,1.75438596491228
"men","200m medley LCM",2015,1.74291938997821,1.75438596491228
"men","200m medley LCM",2016,1.74428745857317,1.75438596491228
"men","200m medley LCM",2017,1.7307026652821,1.75438596491228
"men","200m medley LCM",2018,1.73310225303293,1.75438596491228
"men","200m medley LCM",2019,1.72830971310059,1.75438596491228
"men","200m medley LCM",2020,1.73085244482908,1.75438596491228
"men","200m medley LCM",2021,1.73913043478261,1.75438596491228
"men","200m medley LCM",2022,1.73580975525082,1.75438596491228
"men","200m medley LCM",2023,1.74489617867737,1.75438596491228
"men","200m medley LCM",2024,1.75346308960196,1.75438596491228
"men","200m medley SCM",2000,1.74443959877889,1.83688464364438
"men","200m medley SCM",2001,1.69952413324269,1.83688464364438
"men","200m medley SCM",2002,1.73235166738848,1.83688464364438
"men","200m medley SCM",2003,1.74140182847192,1.83688464364438
"men","200m medley SCM",2004,1.75546388133064,1.83688464364438
"men","200m medley SCM",2005,1.76273576590869,1.83688464364438
"men","200m medley SCM",2006,1.7650692789692,1.83688464364438
"men","200m medley SCM",2007,1.77006814762368,1.83688464364438
"men","200m medley SCM",2008,1.79275726066691,1.83688464364438
"men","200m medley SCM",2009,1.79291797400269,1.83688464364438
"men","200m medley SCM",2010,1.81686046511628,1.83688464364438
"men","200m medley SCM",2011,1.78746983644651,1.83688464364438
"men","200m medley SCM",2012,1.82431816108729,1.83688464364438
"men","200m medley SCM",2013,1.79372197309417,1.83688464364438
"men","200m medley SCM",2014,1.81044627500679,1.83688464364438
"men","200m medley SCM",2015,1.79597701149425,1.83688464364438
"men","200m medley SCM",2016,1.79163307354654,1.83688464364438
"men","200m medley SCM",2017,1.79533213644524,1.83688464364438
"men","200m medley SCM",2018,1.80163949193766,1.83688464364438
"men","200m medley SCM",2019,1.80570603105814,1.83688464364438
"men","200m medley SCM",2020,1.79323948713351,1.83688464364438
"men","200m medley SCM",2021,1.80733779143322,1.83688464364438
"men","200m medley SCM",2022,1.81570585565138,1.83688464364438
"men","200m medley SCM",2023,1.80212650928095,1.83688464364438
"men","200m medley SCM",2024,1.83688464364438,1.83688464364438
"men","400 metres",2001,9.03342366757001,9.29584011155008
"men","400 metres",2002,8.99887514060742,9.29584011155008
"men","400 metres",2003,9.02323482968644,9.29584011155008
"men","400 metres",2004,9.09090909090909,9.29584011155008
"men","400 metres",2005,9.1053949465058,9.29584011155008
"men","400 metres",2006,9.17010545621275,9.29584011155008
"men","400 metres",2007,9.20598388952819,9.29584011155008
"men","400 metres",2008,9.14285714285714,9.29584011155008
"men","400 metres",2009,9.07852927825692,9.29584011155008
"men","400 metres",2010,9.06412871062769,9.29584011155008
"men","400 metres",2011,9.01916572717024,9.29584011155008
"men","400 metres",2012,9.10332271279017,9.29584011155008
"men","400 metres",2013,9.14494741655235,9.29584011155008
"men","400 metres",2014,9.14494741655235,9.29584011155008
"men","400 metres",2015,9.19963201471941,9.29584011155008
"men","400 metres",2016,9.29584011155008,9.29584011155008
"men","400 metres",2017,9.17010545621275,9.29584011155008
"men","400 metres",2018,9.17220820912635,9.29584011155008
"men","400 metres",2019,9.20598388952819,9.29584011155008
"men","400 metres",2020,8.90670229347584,9.29584011155008
"men","400 metres",2021,9.12200684150513,9.29584011155008
"men","400 metres",2022,9.18273645546373,9.29584011155008
"men","400 metres",2023,9.14494741655235,9.29584011155008
"men","400 metres",2024,9.21658986175115,9.29584011155008
"men","400 metres hurdles",2001,8.44238075137189,8.7070091423596
"men","400 metres hurdles",2002,8.44772967265047,8.7070091423596
"men","400 metres hurdles",2003,8.46560846560847,8.7070091423596
"men","400 metres hurdles",2004,8.39806844425782,8.7070091423596
"men","400 metres hurdles",2005,8.46740050804403,8.7070091423596
"men","400 metres hurdles",2006,8.44059928254906,8.7070091423596
"men","400 metres hurdles",2007,8.40159630329763,8.7070091423596
"men","400 metres hurdles",2008,8.46560846560847,8.7070091423596
"men","400 metres hurdles",2009,8.34898768524316,8.7070091423596
"men","400 metres hurdles",2010,8.4530853761623,8.7070091423596
"men","400 metres hurdles",2011,8.39278220730172,8.7070091423596
"men","400 metres hurdles",2012,8.39806844425782,8.7070091423596
"men","400 metres hurdles",2013,8.38750262109457,8.7070091423596
"men","400 metres hurdles",2014,8.3281282531751,8.7070091423596
"men","400 metres hurdles",2015,8.36995187277673,8.7070091423596
"men","400 metres hurdles",2016,8.38047349675257,8.7070091423596
"men","400 metres hurdles",2017,8.36820083682008,8.7070091423596
"men","400 metres hurdles",2018,8.51426138782461,8.7070091423596
"men","400 metres hurdles",2019,8.52514919011083,8.7070091423596
"men","400 metres hurdles",2020,8.53424365265628,8.7070091423596
"men","400 metres hurdles",2021,8.7070091423596,8.7070091423596
"men","400 metres hurdles",2022,8.64117519982718,8.7070091423596
"men","400 metres hurdles",2023,8.62254796292304,8.7070091423596
"men","400 metres hurdles",2024,8.6095566078347,8.7070091423596
"men","400m freestyle LCM",2000,1.81331882678272,1.8176034897987
"men","400m freestyle LCM",2001,1.81677794431576,1.8176034897987
"men","400m freestyle LCM",2002,1.81752090149037,1.8176034897987
"men","400m freestyle LCM",2003,1.79710665828017,1.8176034897987
"men","400m freestyle LCM",2004,1.79291797400269,1.8176034897987
"men","400m freestyle LCM",2005,1.79444618904491,1.8176034897987
"men","400m freestyle LCM",2006,1.77210703526493,1.8176034897987
"men","400m freestyle LCM",2007,1.78332590280874,1.8176034897987
"men","400m freestyle LCM",2008,1.80293879022807,1.8176034897987
"men","400m freestyle LCM",2009,1.8176034897987,1.8176034897987
"men","400m freestyle LCM",2010,1.80562452038099,1.8176034897987
"men","400m freestyle LCM",2011,1.81578827908666,1.8176034897987
"men","400m freestyle LCM",2012,1.81702552920869,1.8176034897987
"men","400m freestyle LCM",2013,1.80513561081276,1.8176034897987
"men","400m freestyle LCM",2014,1.79251624467847,1.8176034897987
"men","400m freestyle LCM",2015,1.79710665828017,1.8176034897987
"men","400m freestyle LCM",2016,1.80546152110133,1.8176034897987
"men","400m freestyle LCM",2017,1.80684795374469,1.8176034897987
"men","400m freestyle LCM",2018,1.79436569172797,1.8176034897987
"men","400m freestyle LCM",2019,1.79823772702751,1.8176034897987
"men","400m freestyle LCM",2020,1.78786930675368,1.8176034897987
"men","400m freestyle LCM",2021,1.79654165730968,1.8176034897987
"men","400m freestyle LCM",2022,1.808154778049,1.8176034897987
"men","400m freestyle LCM",2023,1.81257930034439,1.8176034897987
"men","400m freestyle LCM",2024,1.81545863023646,1.8176034897987
"men","400m freestyle SCM",2000,1.8539976825029,1.88457008244994
"men","400m freestyle SCM",2001,1.79839942451218,1.88457008244994
"men","400m freestyle SCM",2002,1.86410662689906,1.88457008244994
"men","400m freestyle SCM",2003,1.86367236639799,1.88457008244994
"men","400m freestyle SCM",2004,1.81892592424174,1.88457008244994
"men","400m freestyle SCM",2005,1.83646297231532,1.88457008244994
"men","400m freestyle SCM",2006,1.83418928833456,1.88457008244994
"men","400m freestyle SCM",2007,1.84604024367731,1.88457008244994
"men","400m freestyle SCM",2008,1.84544405997693,1.88457008244994
"men","400m freestyle SCM",2009,1.87996428067867,1.88457008244994
"men","400m freestyle SCM",2010,1.84280844006266,1.88457008244994
"men","400m freestyle SCM",2011,1.82940772924766,1.88457008244994
"men","400m freestyle SCM",2012,1.88457008244994,1.88457008244994
"men","400m freestyle SCM",2013,1.844507977497,1.88457008244994
"men","400m freestyle SCM",2014,1.86636804777902,1.88457008244994
"men","400m freestyle SCM",2015,1.85649308456326,1.88457008244994
"men","400m freestyle SCM",2016,1.86401975860944,1.88457008244994
"men","400m freestyle SCM",2017,1.85606236369542,1.88457008244994
"men","400m freestyle SCM",2018,1.86907153871314,1.88457008244994
"men","400m freestyle SCM",2019,1.87617260787993,1.88457008244994
"men","400m freestyle SCM",2020,1.85623462805699,1.88457008244994
"men","400m freestyle SCM",2021,1.85270958777212,1.88457008244994
"men","400m freestyle SCM",2022,1.86584569456106,1.88457008244994
"men","400m freestyle SCM",2023,1.85640692439783,1.88457008244994
"men","400m freestyle SCM",2024,1.86514967826168,1.88457008244994
"men","400m medley LCM",2000,1.58881474420083,1.64948453608247
"men","400m medley LCM",2001,1.58009085522418,1.64948453608247
"men","400m medley LCM",2002,1.5930542833247,1.64948453608247
"men","400m medley LCM",2003,1.60584527680758,1.64948453608247
"men","400m medley LCM",2004,1.61121404978651,1.64948453608247
"men","400m medley LCM",2005,1.60237150983456,1.64948453608247
"men","400m medley LCM",2006,1.60089650204114,1.64948453608247
"men","400m medley LCM",2007,1.62456339858663,1.64948453608247
"men","400m medley LCM",2008,1.64041994750656,1.64948453608247
"men","400m medley LCM",2009,1.61936763693778,1.64948453608247
"men","400m medley LCM",2010,1.6155741346581,1.64948453608247
"men","400m medley LCM",2011,1.61858131347874,1.64948453608247
"men","400m medley LCM",2012,1.63145444163472,1.64948453608247
"men","400m medley LCM",2013,1.60842816357714,1.64948453608247
"men","400m medley LCM",2014,1.61453077699294,1.64948453608247
"men","400m medley LCM",2015,1.60965794768612,1.64948453608247
"men","400m medley LCM",2016,1.62568583621215,1.64948453608247
"men","400m medley LCM",2017,1.62667751118341,1.64948453608247
"men","400m medley LCM",2018,1.61322847348256,1.64948453608247
"men","400m medley LCM",2019,1.61322847348256,1.64948453608247
"men","400m medley LCM",2020,1.62542159372587,1.64948453608247
"men","400m medley LCM",2021,1.60629668299735,1.64948453608247
"men","400m medley LCM",2022,1.63746520386442,1.64948453608247
"men","400m medley LCM",2023,1.64948453608247,1.64948453608247
"men","400m medley LCM",2024,1.64642930644165,1.64948453608247
"men","400m medley SCM",2000,1.60294942694558,1.7035049614582
"men","400m medley SCM",2001,1.60391354905971,1.7035049614582
"men","400m medley SCM",2002,1.63385344334613,1.7035049614582
"men","400m medley SCM",2003,1.6479894528675,1.7035049614582
"men","400m medley SCM",2004,1.62357429881885,1.7035049614582
"men","400m medley SCM",2005,1.66410117735158,1.7035049614582
"men","400m medley SCM",2006,1.65487567746473,1.7035049614582
"men","400m medley SCM",2007,1.67133246981156,1.7035049614582
"men","400m medley SCM",2008,1.64656485407319,1.7035049614582
"men","400m medley SCM",2009,1.68584313229654,1.7035049614582
"men","400m medley SCM",2010,1.69851380042463,1.7035049614582
"men","400m medley SCM",2011,1.67000668002672,1.7035049614582
"men","400m medley SCM",2012,1.67259042441982,1.7035049614582
"men","400m medley SCM",2013,1.67476134650812,1.7035049614582
"men","400m medley SCM",2014,1.69254855498667,1.7035049614582
"men","400m medley SCM",2015,1.68130805766887,1.7035049614582
"men","400m medley SCM",2016,1.67196121049992,1.7035049614582
"men","400m medley SCM",2017,1.68307666414205,1.7035049614582
"men","400m medley SCM",2018,1.69183267774817,1.7035049614582
"men","400m medley SCM",2019,1.7035049614582,1.7035049614582
"men","400m medley SCM",2020,1.66784805904182,1.7035049614582
"men","400m medley SCM",2021,1.69305002962838,1.7035049614582
"men","400m medley SCM",2022,1.69671261930011,1.7035049614582
"men","400m medley SCM",2023,1.68769250242606,1.7035049614582
"men","400m medley SCM",2024,1.68897521428873,1.7035049614582
"men","50m backstroke LCM",2000,1.953125,2.12314225053079
"men","50m backstroke LCM",2001,1.97550375345713,2.12314225053079
"men","50m backstroke LCM",2002,2,2.12314225053079
"men","50m backstroke LCM",2003,2.01612903225806,2.12314225053079
"men","50m backstroke LCM",2004,1.95236235845373,2.12314225053079
"men","50m backstroke LCM",2005,2.00400801603206,2.12314225053079
"men","50m backstroke LCM",2006,2.01288244766506,2.12314225053079
"men","50m backstroke LCM",2007,2.00160128102482,2.12314225053079
"men","50m backstroke LCM",2008,2.0550760378134,2.12314225053079
"men","50m backstroke LCM",2009,2.07986688851913,2.12314225053079
"men","50m backstroke LCM",2010,2.0772746157042,2.12314225053079
"men","50m backstroke LCM",2011,2.05254515599343,2.12314225053079
"men","50m backstroke LCM",2012,2.04582651391162,2.12314225053079
"men","50m backstroke LCM",2013,2.050020500205,2.12314225053079
"men","50m backstroke LCM",2014,2.05930807248764,2.12314225053079
"men","50m backstroke LCM",2015,2.06355757325629,2.12314225053079
"men","50m backstroke LCM",2016,2.03252032520325,2.12314225053079
"men","50m backstroke LCM",2017,2.05761316872428,2.12314225053079
"men","50m backstroke LCM",2018,2.08333333333333,2.12314225053079
"men","50m backstroke LCM",2019,2.06355757325629,2.12314225053079
"men","50m backstroke LCM",2020,2.03004466098254,2.12314225053079
"men","50m backstroke LCM",2021,2.10084033613445,2.12314225053079
"men","50m backstroke LCM",2022,2.10881484605652,2.12314225053079
"men","50m backstroke LCM",2023,2.12314225053079,2.12314225053079
"men","50m backstroke LCM",2024,2.09205020920502,2.12314225053079
"men","50m backstroke SCM",2000,2.13492741246798,2.26142017186793
"men","50m backstroke SCM",2001,2.05423171733772,2.26142017186793
"men","50m backstroke SCM",2002,2.14500214500215,2.26142017186793
"men","50m backstroke SCM",2003,2.13766566908935,2.26142017186793
"men","50m backstroke SCM",2004,2.14868929952729,2.26142017186793
"men","50m backstroke SCM",2005,2.12404418011895,2.26142017186793
"men","50m backstroke SCM",2006,2.13766566908935,2.26142017186793
"men","50m backstroke SCM",2007,2.14316330904415,2.26142017186793
"men","50m backstroke SCM",2008,2.18627022299956,2.26142017186793
"men","50m backstroke SCM",2009,2.21141088014153,2.26142017186793
"men","50m backstroke SCM",2010,2.19876868953386,2.26142017186793
"men","50m backstroke SCM",2011,2.14224507283633,2.26142017186793
"men","50m backstroke SCM",2012,2.17013888888889,2.26142017186793
"men","50m backstroke SCM",2013,2.18531468531469,2.26142017186793
"men","50m backstroke SCM",2014,2.25022502250225,2.26142017186793
"men","50m backstroke SCM",2015,2.18245307725884,2.26142017186793
"men","50m backstroke SCM",2016,2.19202104340202,2.26142017186793
"men","50m backstroke SCM",2017,2.19106047326906,2.26142017186793
"men","50m backstroke SCM",2018,2.21434898139947,2.26142017186793
"men","50m backstroke SCM",2019,2.21729490022173,2.26142017186793
"men","50m backstroke SCM",2020,2.21827861579414,2.26142017186793
"men","50m backstroke SCM",2021,2.22518914107699,2.26142017186793
"men","50m backstroke SCM",2022,2.26142017186793,2.26142017186793
"men","50m backstroke SCM",2023,2.18914185639229,2.26142017186793
"men","50m backstroke SCM",2024,2.22518914107699,2.26142017186793
"men","50m breaststroke LCM",2000,1.8018018018018,1.92678227360308
"men","50m breaststroke LCM",2001,1.8254837531946,1.92678227360308
"men","50m breaststroke LCM",2002,1.83958793230316,1.92678227360308
"men","50m breaststroke LCM",2003,1.82083029861617,1.92678227360308
"men","50m breaststroke LCM",2004,1.81488203266788,1.92678227360308
"men","50m breaststroke LCM",2005,1.81884321571481,1.92678227360308
"men","50m breaststroke LCM",2006,1.81950509461426,1.92678227360308
"men","50m breaststroke LCM",2007,1.81884321571481,1.92678227360308
"men","50m breaststroke LCM",2008,1.822821728035,1.92678227360308
"men","50m breaststroke LCM",2009,1.87476565429321,1.92678227360308
"men","50m breaststroke LCM",2010,1.83958793230316,1.92678227360308
"men","50m breaststroke LCM",2011,1.85873605947955,1.92678227360308
"men","50m breaststroke LCM",2012,1.86081131373279,1.92678227360308
"men","50m breaststroke LCM",2013,1.8677624206201,1.92678227360308
"men","50m breaststroke LCM",2014,1.87828700225394,1.92678227360308
"men","50m breaststroke LCM",2015,1.89250567751703,1.92678227360308
"men","50m breaststroke LCM",2016,1.87899285982713,1.92678227360308
"men","50m breaststroke LCM",2017,1.92678227360308,1.92678227360308
"men","50m breaststroke LCM",2018,1.91644308164048,1.92678227360308
"men","50m breaststroke LCM",2019,1.91864927091328,1.92678227360308
"men","50m breaststroke LCM",2020,1.88253012048193,1.92678227360308
"men","50m breaststroke LCM",2021,1.90766882869134,1.92678227360308
"men","50m breaststroke LCM",2022,1.89897455374098,1.92678227360308
"men","50m breaststroke LCM",2023,1.90839694656489,1.92678227360308
"men","50m breaststroke LCM",2024,1.89969604863222,1.92678227360308
"men","50m breaststroke SCM",2000,1.84433788270011,2.00400801603206
"men","50m breaststroke SCM",2001,1.85873605947955,2.00400801603206
"men","50m breaststroke SCM",2002,1.90839694656489,2.00400801603206
"men","50m breaststroke SCM",2003,1.88536953242836,2.00400801603206
"men","50m breaststroke SCM",2004,1.87406296851574,2.00400801603206
"men","50m breaststroke SCM",2005,1.88182160331201,2.00400801603206
"men","50m breaststroke SCM",2006,1.9105846388995,2.00400801603206
"men","50m breaststroke SCM",2007,1.86915887850467,2.00400801603206
"men","50m breaststroke SCM",2008,1.92752505782575,2.00400801603206
"men","50m breaststroke SCM",2009,1.98019801980198,2.00400801603206
"men","50m breaststroke SCM",2010,1.92678227360308,2.00400801603206
"men","50m breaststroke SCM",2011,1.91497510532363,2.00400801603206
"men","50m breaststroke SCM",2012,1.92678227360308,2.00400801603206
"men","50m breaststroke SCM",2013,1.94931773879142,2.00400801603206
"men","50m breaststroke SCM",2014,1.95083886071011,2.00400801603206
"men","50m breaststroke SCM",2015,1.90839694656489,2.00400801603206
"men","50m breaststroke SCM",2016,1.95007800312012,2.00400801603206
"men","50m breaststroke SCM",2017,1.96155355041193,2.00400801603206
"men","50m breaststroke SCM",2018,1.96772924045651,2.00400801603206
"men","50m breaststroke SCM",2019,1.96001568012544,2.00400801603206
"men","50m breaststroke SCM",2020,1.97706603400554,2.00400801603206
"men","50m breaststroke SCM",2021,2.00400801603206,2.00400801603206
"men","50m breaststroke SCM",2022,1.97005516154452,2.00400801603206
"men","50m breaststroke SCM",2023,1.9485580670304,2.00400801603206
"men","50m breaststroke SCM",2024,1.97005516154452,2.00400801603206
"men","50m butterfly LCM",2000,2.11864406779661,2.24517287831163
"men","50m butterfly LCM",2001,2.13310580204778,2.24517287831163
"men","50m butterfly LCM",2002,2.12765957446809,2.24517287831163
"men","50m butterfly LCM",2003,2.14961306964746,2.24517287831163
"men","50m butterfly LCM",2004,2.14592274678112,2.24517287831163
"men","50m butterfly LCM",2005,2.17770034843206,2.24517287831163
"men","50m butterfly LCM",2006,2.16076058772688,2.24517287831163
"men","50m butterfly LCM",2007,2.15703192407248,2.24517287831163
"men","50m butterfly LCM",2008,2.16356555603635,2.24517287831163
"men","50m butterfly LCM",2009,2.22915737851092,2.24517287831163
"men","50m butterfly LCM",2010,2.17108119843682,2.24517287831163
"men","50m butterfly LCM",2011,2.17580504786771,2.24517287831163
"men","50m butterfly LCM",2012,2.19683655536028,2.24517287831163
"men","50m butterfly LCM",2013,2.19202104340202,2.24517287831163
"men","50m butterfly LCM",2014,2.18627022299956,2.24517287831163
"men","50m butterfly LCM",2015,2.18914185639229,2.24517287831163
"men","50m butterfly LCM",2016,2.20361392684002,2.24517287831163
"men","50m butterfly LCM",2017,2.21141088014153,2.24517287831163
"men","50m butterfly LCM",2018,2.24517287831163,2.24517287831163
"men","50m butterfly LCM",2019,2.23713646532438,2.24517287831163
"men","50m butterfly LCM",2020,2.19106047326906,2.24517287831163
"men","50m butterfly LCM",2021,2.1767522855899,2.24517287831163
"men","50m butterfly LCM",2022,2.21533008418254,2.24517287831163
"men","50m butterfly LCM",2023,2.210433244916,2.24517287831163
"men","50m butterfly LCM",2024,2.207506,2.24517287831163
"men","50m butterfly SCM",2000,2.15610176800345,2.34521575984991
"men","50m butterfly SCM",2001,2.18914185639229,2.34521575984991
"men","50m butterfly SCM",2002,2.19876868953386,2.34521575984991
"men","50m butterfly SCM",2003,2.1654395842356,2.34521575984991
"men","50m butterfly SCM",2004,2.20167327168648,2.34521575984991
"men","50m butterfly SCM",2005,2.21238938053097,2.34521575984991
"men","50m butterfly SCM",2006,2.17296827466319,2.34521575984991
"men","50m butterfly SCM",2007,2.18435998252512,2.34521575984991
"men","50m butterfly SCM",2008,2.25428313796213,2.34521575984991
"men","50m butterfly SCM",2009,2.29357798165138,2.34521575984991
"men","50m butterfly SCM",2010,2.23813786929275,2.34521575984991
"men","50m butterfly SCM",2011,2.20555800617556,2.34521575984991
"men","50m butterfly SCM",2012,2.25022502250225,2.34521575984991
"men","50m butterfly SCM",2013,2.26757369614512,2.34521575984991
"men","50m butterfly SCM",2014,2.27790432801822,2.34521575984991
"men","50m butterfly SCM",2015,2.23613595706619,2.34521575984991
"men","50m butterfly SCM",2016,2.27479526842584,2.34521575984991
"men","50m butterfly SCM",2017,2.25428313796213,2.34521575984991
